book_id,title,author,edition,cost,status,released_date
3350.0,After the Darkest Hour: How Suffering Begins the Journey to Wisdom,Kathleen A. Brehony,2001,4968.0,Available,4/11/1975
3351.0,The Picador Book of the Beach,Robert Drewe,1996,5673.0,Available,2/25/2001
3352.0,La variante di LÃ¼neburg (Fabula),Paolo Maurensig,1993,870.0,Available,4/13/1990
3353.0,The Color of Magic,Terry Pratchett,2000,260.0,Available,11/2/1947
3354.0,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,1994,157.0,Available,12/25/1982
3355.0,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,82.0,Available,3/3/1902
3356.0,Callahan's Secret,Spider Robinson,2002,2700.0,Available,2/24/2020
3357.0,The Hobbit,J. R. R. Tolkien,1977,3115.0,Available,1/26/1902
3358.0,The Stand (The Complete and Uncut Edition),Stephen King,1990,923.0,Available,10/16/2006
3359.0,The Years with Laura Diaz,Carlos Fuentes,2001,5500.0,Available,11/27/1922
3360.0,Die FÃ?Â¼nf Tibeter.,Peter Kelder,2002,,Available,11/10/1992
3361.0,Die Regeln des GlÃ?Â¼cks.,Dalai Lama,2001,6.0,Available,11/20/1958
3362.0,Mittsommermord. Roman.,Henning Mankell,2002,1300.0,Available,2/19/1986
3363.0,Der Verrat.,John Grisham,2000,31.0,Available,2/26/1934
3364.0,Russendisko.,Wladimir Kaminer,2002,4021.0,Available,11/23/1936
3365.0,Hunde von Riga.,Henning Mankell,2000,1500.0,Available,4/29/1939
3366.0,Holes (Newbery Medal Book),Louis Sachar,1998,2296.0,Available,7/15/1982
3367.0,She's Not What She Seems (Sweet Valley High No. 92),Francine Pascal,1993,175.0,Available,4/22/2014
3368.0,Spring Break (Sweet Valley High Super Edition,Margret Rey,1998,100.0,Available,10/9/1956
3369.0,The Hound of the Baskervilles (Signet Classics (Paperback)),Arthur Conan Doyle,2001,995.0,Available,6/13/1970
3370.0,Second Chance (Left Behind: The Kids #2),Jerry B. Jenkins,1998,778.0,Available,10/19/2000
3371.0,The Vanishings (Left Behind: The Kids #1),Jerry B. Jenkins,1998,821.0,Available,12/22/1961
3372.0,Happy Birthday,Margret Rey,1998,110.0,Available,7/2/2007
3373.0,Josefina's Surprise: A Christmas Story (American Girls Collection (Paper)),Valerie Tripp,1997,66.0,Available,3/26/1993
3374.0,The Stranger (Animorphs (Paperback Numbered)),Katherine Applegate,1997,8980.0,Available,10/5/1965
3375.0,The Secret (Animorphs,Margret Rey,1998,35.0,Available,6/10/2005
3376.0,The Experiment (Animorphs,Margret Rey,1998,4101.0,Available,2/5/1974
3377.0,The Andalite's Gift (Animorphs : Megamorphs 1),K. A. Applegate,1997,1.0,Available,6/12/1984
3378.0,Meet the Stars of Animorphs,Marie Morreale,1999,351.0,Available,3/31/1927
3379.0,School Smarts: All the Right Answers to Homework,Margret Rey,1998,145.0,Available,12/23/1973
3380.0,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,2000,2310.0,Available,7/20/1982
3381.0,Junie B. Jones and That Meanie Jim's B-Day (Junie B. Jones 6,Margret Rey,1998,479.0,Available,10/24/1932
3382.0,101 Telephone Jokes,Katy Hall,1994,80.0,Available,11/1/1971
3383.0,Tales of a Fourth Grade Nothing,JUDY BLUME,1976,0.0,Available,6/5/1994
3384.0,Help! I'm Laughing and I Can't Get Up,Liz Curtis Higgs,1998,171.0,Available,10/18/1931
3385.0,Pippi Longstocking (Seafarer Book),Astrid Ericsson Lindgren,1997,3200.0,Available,11/12/2015
3386.0,Scarabian Nights:Sabrina,Margret Rey,1998,6.0,Available,10/9/1919
3387.0,LOTSA LUCK SABRINA THE TEENAGE WITCH 10,Diana G. Gallagher,1998,1380.0,Available,12/14/2011
3388.0,All You Need Is a Love Spell (Sabrina the Teenage Witch,Margret Rey,1998,1072.0,Available,11/5/1991
3389.0,A DOGS LIFE SABRINA THE TEENAGE WITCH 9,Cathy West,1998,39.0,Available,7/20/1952
3390.0,The Sky Phantom (Nancy Drew Mystery Stories,Margret Rey,1998,84.0,Available,6/2/1918
3391.0,TEACHER'S PET: SALEM'S TAILS #2: SABRINA,Margret Rey,1998,9.0,Available,1/15/1963
3392.0,Sabrina: Behind the Scenes,Stefanie Scott,1997,4660.0,Available,3/19/1969
3393.0,The Strange Message in the Parchment (Nancy Drew Mystery Stories,Margret Rey,1998,807.0,Available,6/21/2014
3394.0,Meet Kit: An American Girl : 1934 (American Girls Collection),Valerie Tripp,2000,100.0,Available,5/27/1906
3395.0,Meet Addy: An American Girl (American Girls Collection (Paper)),Connie Porter,1993,400.0,Available,10/5/1962
3396.0,Meet Felicity: An American Girl : 1774 (The American Girls Collection,Margret Rey,1998,16.0,Available,3/28/2006
3397.0,Meet Josefina,Margret Rey,1998,127.0,Available,6/19/1990
3398.0,Karen's Cartwheel (Baby-Sitters Little Sister,Margret Rey,1998,449.0,Available,10/12/1969
3399.0,It's Fine to Be Nine,Patricia Maclachlan,2000,5288.0,Available,4/11/2007
3400.0,The Further Adventures of Hank the Cowdog (Hank the Cowdog (Paperback)),John R. Erickson,1988,50.0,Available,7/6/1918
3401.0,The View from Saturday (Jean Karl Books (Paperback)),E. L. Konigsburg,1998,286.0,Available,8/31/1957
3402.0,SANTAS LITTLE HELPER SABRINA THE TEENAGE WITCH 5 (Sabrina,Margret Rey,1998,337.0,Available,12/12/1957
3403.0,SABRINA,Margret Rey,1998,16.0,Available,8/25/1908
3404.0,Roter Drache,Robert Harris,2002,246.0,Available,4/23/1965
3405.0,Spiriti,Stefano Benni,2002,1069.0,Available,11/18/1938
3406.0,Quel Che Resta Del Giorno,Kazuo Ishiguro,1998,54.0,Available,5/5/2001
3407.0,Smiley's people,John Le CarrÃ©,1980,517.0,Available,11/13/1979
3408.0,Plains of Passage (Earth's Children),Jean M. Auel,1990,197.0,Available,12/25/1977
3409.0,Hope of Earth (Anthony,Margret Rey,1998,6150.0,Available,3/29/1913
3410.0,Positively 4th Street: The Lives and Times of Joan Baez,Margret Rey,1998,1289.0,Available,3/30/1986
3411.0,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997,626.0,Available,11/30/1923
3412.0,The Root Cellar,Janet Louise Swoboda Lunn,1996,748.0,Available,3/11/1915
3413.0,AixÃ² Ã©s RÃ dio Pica (ColÂ¨lecciÃ³ Embat),Josep Roca,1997,40.0,Available,7/27/1986
3414.0,Jurassic Park,MICHAEL CRICHTON,1990,19.0,Available,1/4/1903
3415.0,Dress Your Family in Corduroy and Denim,David Sedaris,2004,,Available,10/31/1975
3416.0,Ransom (Steel,Margret Rey,1998,15.0,Available,1/2/1964
3417.0,Cat's Cradle,Kurt Vonnegut,1998,462.0,Available,8/26/1921
3418.0,I,Margret Rey,1998,2060.0,Available,9/7/1935
3419.0,Drinking Coffee Elsewhere (Today Show Book Club #11),ZZ Packer,2003,593.0,Available,12/17/2004
3420.0,Chicken Soup for the Teenage Soul II (Chicken Soup for the Soul Series),Jack Canfield,1998,17.0,Available,9/7/1995
3421.0,The Husband Test,Betina M. Krahn,2001,59.0,Available,12/3/1955
3422.0,Summer,Edith Wharton,1993,207.0,Available,12/17/1928
3423.0,The Fourth K,Mario Puzo,1991,63.0,Available,3/5/1999
3424.0,Elvis,Margret Rey,1998,534.0,Available,12/11/1957
3425.0,The Ship Who Searched,Anne McCaffrey,1992,12.0,Available,7/6/1939
3426.0,Devil's Waltz (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1993,2890.0,Available,5/28/1980
3427.0,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1999,760.0,Available,12/17/1904
3428.0,Hornet's Nest,Patricia Daniels Cornwell,1997,32.0,Available,4/6/1988
3429.0,The Tao of Love and Sex,Jolan Chang,1993,1289.0,Available,4/9/1951
3430.0,The Ethical Slut: A Guide to Infinite Sexual Possibilities,Dossie Easton,1998,135.0,Available,3/31/1938
3431.0,I,Margret Rey,1998,426.0,Available,1/30/2005
3432.0,Way Things Work,David Macaulay,1988,161.0,Available,4/20/1929
3433.0,CCNA: Cisco Certified Network Associate Study Guide,Todd Lammle,1998,3607.0,Available,6/18/1969
3434.0,CCNA Exam Notes: Cisco Certified Network Associate,Todd Lammle,1999,879.0,Available,10/14/1914
3435.0,The Western Guide to Feng Shui: Creating Balance,Margret Rey,1998,32.0,Available,4/18/1934
3436.0,The Dragon Reborn (The Wheel of Time,Margret Rey,1998,1029.0,Available,4/14/1970
3437.0,Contact,Carl Sagan,1997,435.0,Available,6/11/1980
3438.0,The Invisible Man (Bantam Classic),H.G. WELLS,1983,4462.0,Available,5/21/1934
3439.0,La casa pierde,Juan Villoro,1999,1998.0,Available,12/12/1901
3440.0,Resistencia humana,Julio Fuentes,1998,475.0,Available,6/4/1973
3441.0,Leon Africano,Amin Maalouf,2000,10682.0,Available,2/26/1991
3442.0,Rabbit Run,John Updike,1982,3920.0,Available,11/26/2010
3443.0,Murder on St. Mark's Place (Gaslight Mysteries),Victoria Thompson,2000,62.0,Available,8/1/2016
3444.0,State of Grace,Joy Williams,1986,3100.0,Available,7/28/2001
3445.0,Valsalva's Maneuver: Mots Justes and Indispensable Terms,John Train,1990,0.0,Available,10/14/1969
3446.0,I love you,Margret Rey,1998,808.0,Available,4/20/1942
3447.0,Soul Survivors: A New Beginning for Adults Abused As Children (Fireside),J. Patrick Gannon,1992,2737.0,Available,6/11/2008
3448.0,The Temple of My Familiar,Alice Walker,1990,1768.0,Available,10/22/1935
3449.0,Dinner at the Homesick Restaurant,Anne Tyler,1992,1601.0,Available,8/25/1919
3450.0,Still Life with Woodpecker,Tom Robbins,1981,135.0,Available,3/27/1986
3451.0,Babinski Reflex: And 70 Other Useful and Amazing Metaphors from Science,Margret Rey,1998,154.0,Available,5/12/1942
3452.0,Lore of the Unicorn,Odell Shepard,1979,580.0,Available,10/12/1925
3453.0,The 27-Ingredient Chili Con Carne Murders,Nancy Pickard,1993,23.0,Available,3/12/1974
3454.0,London Holiday,Richard Peck,1998,52.0,Available,7/21/2021
3455.0,Fortune's Daughter,Alice Hoffman,1999,1380.0,Available,12/27/1926
3456.0,Some Lie and Some Die (Vintage Crime/Black Lizard),Ruth Rendell,1999,4353.0,Available,8/11/2012
3457.0,A Farewell to Arms (A Scribner Classic),Ernest Hemingway,1987,230.0,Available,4/13/2004
3458.0,The Broken Hearts Club,Ethan Black,1999,170.0,Available,9/13/1915
3459.0,The Mambo Kings Play Songs of Love,Oscar Hijuelos,1990,555.0,Available,7/3/2020
3460.0,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,3600.0,Available,8/27/1992
3461.0,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White,1994,285.0,Available,5/28/1973
3462.0,Running from Safety: An Adventure of the Spirit,Richard Bach,1994,4181.0,Available,2/14/1960
3463.0,Era bom que trocÃ¡ssemos umas ideias sobre o assunto: Romance (O campo da palavra),MÃ¡rio de Carvalho,1995,13.0,Available,7/16/2021
3464.0,The Pre-Raphaelite Vision (Phaidon Miniature Editions),Editors of Phaidon Press,1994,33.0,Available,11/15/1971
3465.0,Tales of a Fourth Grade Nothing,Judy Blume,1979,60.0,Available,11/15/1957
3466.0,The Morning River : A Novel of the Great Missouri Wilderness in 1825 (Man From Boston),W. Michael Gear,1997,3100.0,Available,1/30/2000
3467.0,The Food Revolution: How Your Diet Can Help Save Your Life and Our World,John Robbins,2001,474.0,Available,8/14/1924
3468.0,Rand Ayn : Atlas Shrugged (Signet Shakespeare),AYN RAND,1988,75.0,Available,9/22/1905
3469.0,Horse Play (Saddle Club (Paperback)),Bonnie Bryant,1989,1284.0,Available,2/5/1998
3470.0,Honeymoon in Purdah: An Iranian Journey,Alison Wearing,2001,304.0,Available,7/4/1975
3471.0,The Thurber Carnival (Harper Colophon Books),James Thurber,1975,69.0,Available,5/24/1967
3472.0,The Dead Sea Scrolls Deception,Michael Baigent,1992,113.0,Available,7/28/1995
3473.0,Calculating God,Robert J. Sawyer,2001,6449.0,Available,3/24/1930
3474.0,Jazz,TONI MORRISON,2004,335.0,Available,1/3/1993
3475.0,Kitchen Table Wisdom: Stories That Heal,Rachel Naomi Remen,1997,476.0,Available,3/3/1934
3476.0,Death Flies On Final (Wwl Mystery),Jackie Lewin,2000,515.0,Available,8/17/1964
3477.0,Jane Eyre (Bantam Classics),Charlotte Bronte,1983,43.0,Available,4/15/1930
3478.0,The Orchid Thief,SUSAN ORLEAN,1998,1400.0,Available,4/7/1908
3479.0,Fear in Fenway: A Duffy House Mystery,Crabbe Evers,1994,270.0,Available,4/12/1903
3480.0,Poison Apples (Worldwide Library Mysteries),Nancy Wright,2001,0.0,Available,3/12/1959
3481.0,The Cat Who Talked to Ghosts,Lilian Jackson Braun,1996,677.0,Available,1/8/2009
3482.0,Timbuktu : A Novel,Paul Auster,2000,3025.0,Available,7/25/1902
3483.0,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),Mark Haddon,2004,,Available,1/11/2018
3484.0,Public Spirituality : A Personal Workbook,Lisa Langford Heron,2004,413.0,Available,8/7/1945
3485.0,The Shadow of the Wind,Carlos Ruiz Zafon,2004,1479.0,Available,9/20/1997
3486.0,The Verb To Bird,Peter Cashwell,2003,404.0,Available,6/6/1923
3487.0,The Member of the Wedding,CARSON MCCULLERS,1984,348.0,Available,4/22/1955
3488.0,The Corrections (Oprah Edition),Jonathan Franzen,2001,1986.0,Available,12/5/1972
3489.0,Sula,Toni Morrison,2002,5762.0,Available,12/31/2020
3490.0,Parable of the Talents,Octavia E. Butler,2001,,Available,9/3/1950
3491.0,The Bean Trees,Barbara Kingsolver,1998,50.0,Available,7/1/1971
3492.0,Plan of Attack,Bob Woodward,2004,360.0,Available,6/24/1986
3493.0,So Many Books: Reading and Publishing in an Age of Abundance,Gabriel Zaid,2003,74.0,Available,12/4/1992
3494.0,The Kite Runner (Alex Awards (Awards)),Khaled Hosseini,2003,85.0,Available,5/11/1931
3495.0,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1994,,Available,3/22/1961
3496.0,Roses: Easy Plants for More Beautiful Gardens (Taylor's 50 Best Series),Houghton Mifflin Company,1999,64.0,Available,7/19/1908
3497.0,A Woman's Liberation : A Choice of Futures by and About Women,Connie Willis,2001,52.0,Available,7/19/1940
3498.0,Flash Fiction: Very Short Stories,James Thomas,1992,885.0,Available,5/8/2012
3499.0,Diary of a Madman,Nikolai Vasilevich Gogol,1994,74.0,Available,12/24/1944
3500.0,The Buying of the President 2004 : Who's Really Bankrolling Bush and His Democratic Challengers--and What They Expect in Return (Buying of the President),Charles Lewis,2004,483.0,Available,3/9/1946
3501.0,The Open Door: A Novel,Floyd Skloot,1997,1789.0,Available,6/20/1973
3502.0,Microserfs,Douglas Coupland,1996,825.0,Available,10/18/1975
3503.0,Arcadia,Tom Stoppard,1994,255.0,Available,3/8/2016
3504.0,Small Wonder : Essays,Barbara Kingsolver,2003,165.0,Available,6/7/1966
3505.0,Race Matters,Cornel West,1994,2723.0,Available,4/3/2009
3506.0,A BEAUTIFUL MIND: A Biography of John Forbes Nash,Margret Rey,1998,,Available,6/2/1907
3507.0,The Night Trilogy : Night,Margret Rey,1998,2910.0,Available,7/29/2000
3508.0,The Brothers Karamazov (Penguin Classics),Fyodor Dostoyevsky,1993,41.0,Available,3/26/1931
3509.0,ACCORDION CRIMES,Annie Proulx,1997,194.0,Available,7/2/1939
3510.0,Do Androids Dream of Electric Sheep?,Philip K. Dick,1996,23.0,Available,5/25/1986
3511.0,For the Relief of Unbearable Urges,Nathan Englander,1999,70.0,Available,1/30/1992
3512.0,Lucky,Alice Sebold,1999,52.0,Available,5/29/1913
3513.0,AtrÃ©vete a ser tÃº,Susan Carter,1999,8.0,Available,5/1/2006
3514.0,L'abominable crim de l'Alsina Graells (Narrativa),Pep Coll,1999,160.0,Available,8/19/2003
3515.0,Tales of the Unexpected,Roald Dahl,0,16.0,Available,1/21/2016
3516.0,El Vendedor De Noticias (Espasa Juvenil),Jose Luis Olaizola,2001,1847.0,Available,3/26/2007
3517.0,La Ley De La Calle,Susan E. Hinton,2002,6193.0,Available,9/2/1930
3518.0,More Than One Universe,Arthur C. Clarke,1991,732.0,Available,5/25/2022
3519.0,Indigo 1: Nemesis (Indigo Series),Louise Cooper,1991,1000.0,Available,9/4/2001
3520.0,Lais de Marie de France,de France Marie,1997,3.0,Available,5/26/1906
3521.0,La Gare des faux dÃ?Â©parts,Hugo Marsan,2002,6500.0,Available,6/18/1985
3522.0,99 francs: Roman,FrÃ©dÃ©ric Beigbeder,2000,9.0,Available,2/19/1921
3523.0,Musc,Percy Kemp,2002,36.0,Available,10/25/2005
3524.0,Les Quatre Accords toltÃ?Â¨ques : La Voix de la libertÃ?Â© personnelle,Miguel Ruiz,2000,1102.0,Available,2/15/1922
3525.0,Le Colonel Chabert,Balzac,2000,107.0,Available,11/19/1911
3526.0,Les chemins de la faim,Jorge Amado,1991,670.0,Available,3/30/1901
3527.0,Vol de sucettes suivi de recel de bÃ?Â¢tons et autres nouvelles,Vincent Ravalec,1997,41.0,Available,1/9/1978
3528.0,Nocturne indien,Antonio Tabucchi,1988,729.0,Available,8/11/1950
3529.0,Iberia,James A. Michener,1989,674.0,Available,6/24/1910
3530.0,My Favorite Bride,Christina Dodd,2002,267.0,Available,4/28/1992
3531.0,Ravished (Signet Historical Romance),Virginia Henley,2002,6100.0,Available,10/6/1913
3532.0,The Promise in a Kiss,Stephanie Laurens,2002,39.0,Available,4/8/1924
3533.0,Someplace To Be Flying (Newford),Charles de Lint,1999,629.0,Available,4/10/1906
3534.0,Booked to Die (Cliff Janeway Novels (Paperback)),John Dunning,2000,102.0,Available,3/16/1958
3535.0,Pure Poetry: A Novel,Binnie Kirshenbaum,2000,20.0,Available,2/15/2009
3536.0,The Great Petrowski: A Fable,Gina Berriault,2000,150.0,Available,3/6/1972
3537.0,IN THE LAND OF MEN: STORIES,Antonya Nelson,1999,2715.0,Available,8/15/2018
3538.0,The Third Miracle : A Novel,Richard Vetere,2000,7.0,Available,6/22/1999
3539.0,Today I Will Indulge My Inner Glutton: Health-Free Affirmations for Cynics,Ann Thornhill,1999,262.0,Available,4/10/1987
3540.0,The Angry Clam,Erik Quisling,1998,2464.0,Available,12/24/1948
3541.0,Well Connected,Dianna Booher,2000,1646.0,Available,7/6/2011
3542.0,Red Dwarf,Grant Naylor,2005,30.0,Available,1/31/1972
3543.0,Cats Eye,Margaret Atwood,1995,4207.0,Available,10/31/1906
3544.0,It,Stephen King,0,588.0,Available,7/1/1952
3545.0,Black Angel,Graham Masterton,1991,36.0,Available,12/14/2014
3546.0,The Lake of Darkness,Ruth Rendell,2001,20.0,Available,2/16/1900
3547.0,Fatal Charms and Other Tales of Today/The Mansions of Limbo (Omnibus),DOMINICK DUNNE,1999,2195.0,Available,11/12/1979
3548.0,Balzac and the Little Chinese Seamstress,Dai Sijie,2001,7.0,Available,5/21/1991
3549.0,When She Was Bad...,Louise Bagshawe,0,4825.0,Available,7/27/1994
3550.0,What Color Is Your Parachute? A Practical Manual for Job-Hunters ; Career-Changers,Richard Nelson Bolles,2001,1450.0,Available,8/27/1933
3551.0,Going in,Jenny Newman,1995,21.0,Available,8/1/2001
3552.0,War's End: An Eyewitness Account of America's Last Atomic Mission,Charles W. Sweeney,1997,158.0,Available,11/24/1952
3553.0,Comrades : Brothers,Margret Rey,1998,123.0,Available,6/23/2003
3554.0,Murder on the Mauretania (George Porter Dillman and Genevieve Masefield Mysteries),Conrad Allen,2000,1125.0,Available,2/7/1939
3555.0,American Chica: Two Worlds,Margret Rey,1998,3392.0,Available,8/13/1996
3556.0,The Damned Don't Drown: The Sinking of the Wilhelm Gustloff (Bluejacket Books),A. V. Sellwood,1996,30.0,Available,12/4/1934
3557.0,War on the Eastern Front: The German Soldier in Russia,Margret Rey,1998,4065.0,Available,12/11/2017
3558.0,Frontier Soldier : An Enlisted Man's Journal of the Sioux and Nez Perce Campaigns,Margret Rey,1998,125.0,Available,11/26/1960
3559.0,August 1944: The Campaign for France,Robert A. Miller,1996,15.0,Available,3/3/1987
3560.0,If You Survive: From Normandy to the Battle of the Bulge to the End of World War II,Margret Rey,1998,2351.0,Available,7/21/1987
3561.0,Currahee!:  A Screaming Eagle at Normandy,Donald R. Burgett,2000,1198.0,Available,4/20/1959
3562.0,First Mothers: The Women Who Shaped the Presidents,Bonnie Angelo,2001,60.0,Available,4/29/1903
3563.0,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,1999,167.0,Available,3/13/2021
3564.0,Queen of Ice,Margret Rey,1998,310.0,Available,9/7/2006
3565.0,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,HAMPTON SIDES,2002,4547.0,Available,6/25/1930
3566.0,Always Faithful : A Memoir of the Marine Dogs of WWII,William W. Putney,2001,3735.0,Available,10/26/1984
3567.0,German Boy: A Child in War,WOLFGANG SAMUEL,2001,1500.0,Available,3/13/1911
3568.0,The Wild Blue : The Men and Boys Who Flew the B-24s Over Germany 1944-45,Stephen E. Ambrose,2001,686.0,Available,2/1/1914
3569.0,Waiting to Fly: My Escapades With the Penguins of Antarctica,Ron Naveen,1999,664.0,Available,2/6/1952
3570.0,Kiss Kiss (French Language Edition),Roald Dahl,1978,10.0,Available,12/31/1901
3571.0,Crossed Swords,Sean Flannery,1989,4473.0,Available,1/11/1947
3572.0,Ashes to Ashes,TAMI HOAG,2000,33.0,Available,10/12/1999
3573.0,Forbidden Land : A Novel of the First Americans (First Americans Saga),WILLIAM SARABANDE,1989,2999.0,Available,9/2/1968
3574.0,Foundation's Edge (Foundation Novels (Hardcover)),Isaac Asimov,1982,883.0,Available,6/10/1929
3575.0,Daddy Again (By Request) (Harlequin by Request),Dorothy Glenn,1998,1483.0,Available,4/17/1949
3576.0,The Run,Stuart Woods,2001,1625.0,Available,12/13/1950
3577.0,A Sorrow in Our Heart: The Life of Tecumseh,Allan W. Eckert,1992,10.0,Available,11/27/2014
3578.0,Billy Straight: A Novel,Jonathan Kellerman,1999,699.0,Available,12/11/1901
3579.0,How Late It Was,Margret Rey,1998,1614.0,Available,12/26/1917
3580.0,The Hostage Bride,Jane Feather,1998,,Available,8/27/2015
3581.0,The Royals (not for sale in the UK),Kitty Kelley,1998,1302.0,Available,1/18/1974
3582.0,The Book of Eleanor,PAMELA KAUFMAN,2002,8.0,Available,2/25/1989
3583.0,The case of Walter Pater,Michael Levey,1978,1854.0,Available,5/10/1911
3584.0,Judith Gautier: A Biography,Joanna Richardson,1987,2885.0,Available,7/18/1901
3585.0,The Ladies of Seneca Falls: The Birth of the Woman's Rights Movement (Studies in the Life of Women),Miriam Gurko,1976,1008.0,Available,3/24/1969
3586.0,Cutwork,Monica Ferris,2004,75.0,Available,10/2/1975
3587.0,Here Be Dragons,Sharon Kay Penman,1993,1942.0,Available,12/30/1906
3588.0,Judith Sargent Murray: A Brief Biography With Documents (The Bedford Series in History and Culture),Sheila L. Skemp,1998,38.0,Available,11/18/1966
3589.0,Hunger Pains: The Modern Woman's Tragic Quest for Thinness,Mary Pipher,1997,9.0,Available,11/9/1904
3590.0,Distant Mirror,Barbara Wertheim Tuchman,0,49.0,Available,3/28/1996
3591.0,Daughters of Britannia : The Lives and Times of Diplomatic Wives,Katie Hickman,2002,2600.0,Available,12/3/1912
3592.0,The Professor and the Madman: A Tale of Murder,Margret Rey,1998,,Available,4/15/1987
3593.0,The Sisters of Henry VIII: The Tumultuous Lives of Margaret of Scotland and Mary of France,Maria Perry,2000,900.0,Available,9/27/1929
3594.0,Ladies of the Grand Tour : British Women in Pursuit of Enlightenment and Adventure in Eighteenth-Century Europe,Brian Dolan,2001,17.0,Available,5/30/2022
3595.0,Royal Blood: Richard III and the Mystery of the Princes,Bertram Fields,2000,815.0,Available,7/17/1960
3596.0,A Delusion of Satan: The Full Story of the Salem Witch Trials,Frances Hill,2002,1520.0,Available,1/30/1951
3597.0,Ultimate Christmas,Jane Newdick,1996,22.0,Available,6/30/1952
3598.0,DIANA HER TRUE STORY COMMEMORATIVE EDITION,Andrew Morton,1997,4.0,Available,4/14/1967
3599.0,ONE DAY MY SOUL JUST OPENED UP : 40 DAYS AND 40 NIGHTS TOWARD SPIRITUAL STRENGTH AND PERSONAL GROWTH,Iyanla Vanzant,1998,28.0,Available,11/14/1981
3600.0,Boost Your Brain Power : A Total Program to Strengthen and Expand Your Most Important Resource,Ellen Michaud,1997,,Available,4/16/1985
3601.0,My Sergei: A Love Story,Ekaterina Gordeeva,1996,450.0,Available,7/5/1984
3602.0,Algebra ; Trigonometry Super Review,The Staff of Research ; Education Association,2000,59.0,Available,5/7/1906
3603.0,The Trouble With a Hot Summer: A Simona Griffo Mystery (Simona Griffo Mysteries (Hardcover)),Camilla T. Crespi,1997,213.0,Available,2/12/1906
3604.0,Insomnia,Stephen King,1994,72.0,Available,5/13/1913
3605.0,Mary Higgins Clark: Three Complete Novels : Weep No More,Margret Rey,1998,1703.0,Available,12/23/1980
3606.0,MOONLIGHT BECOMES YOU,Mary Higgins Clark,1996,2498.0,Available,1/27/1909
3607.0,How to Survive the Loss of a Love,Peter McWilliams,1993,22.0,Available,3/17/1972
3608.0,Stillwatch,MARY HIGGINS CLARK,1986,505.0,Available,8/6/1984
3609.0,The Art of Living Single,Michael Broder,1990,80.0,Available,10/21/2006
3610.0,If You Really Loved Me,Ann Rule,1992,4.0,Available,1/6/1988
3611.0,Self Analysis,L. Ron Hubbard,1987,3490.0,Available,1/6/1971
3612.0,ROAD LESS TRAVELED : A New Psychology of Love,Margret Rey,1998,76.0,Available,6/21/2017
3613.0,The Simple Living Guide: A Sourcebook for Less Stressful,Margret Rey,1998,1297.0,Available,7/30/1959
3614.0,Real Moments,Barbara De Angelis,1995,200.0,Available,3/22/1966
3615.0,Heart of Darkness ; The Secret Sharer (Bantam Classics),JOSEPH CONRAD,1982,74.0,Available,6/3/1995
3616.0,How To Run A Traditional Jewish Household,Blu Greenberg,1985,4227.0,Available,10/27/2004
3617.0,Drawn to the Grave,Mary Ann Mitchell,1999,1058.0,Available,2/22/1969
3618.0,Viaduct Child,Patrick Wood,2003,184.0,Available,4/8/1954
3619.0,Tis: A Memoir,Frank McCourt,2000,866.0,Available,3/6/2012
3620.0,Midnight,Dean R. Koontz,1995,39.0,Available,4/7/1967
3621.0,Minun sukuni tarina,Jari Tervo,1999,5960.0,Available,12/30/1917
3622.0,If this is a man ; and,Margret Rey,1998,646.0,Available,6/5/2008
3623.0,Paroles,Jacques Prevert,1989,15.0,Available,8/14/1921
3624.0,The Golden Mean: In Which the Extraordinary Correspondence of Griffin ; Sabine Concludes,Nick Bantock,1993,14.0,Available,6/11/2012
3625.0,A Connecticut Yankee in King Arthur's Court (Dover Thrift Editions),Mark Twain,2001,511.0,Available,5/13/2020
3626.0,Island of the Sequined L,Christopher Moore,1998,1715.0,Available,9/5/1983
3627.0,Exploring National Parks,Mary Maruca,1998,303.0,Available,10/15/1990
3628.0,La testa perduta di Damasceno Monteiro (I narratori/Feltrinelli),Antonio Tabucchi,1997,280.0,Available,7/13/1920
3629.0,Se Una Notte D'Inverno UN Viaggiatore,Italo Calvino,2002,1217.0,Available,8/6/1990
3630.0,Buddha of Suburbia,Hanif Kureishi,2000,1555.0,Available,1/2/1974
3631.0,Mayday,Thomas Block,1998,2930.0,Available,10/14/1966
3632.0,Gallow's Thief,Bernard Cornwell,2003,24.0,Available,11/13/1968
3633.0,Peacetalk 101,Suzette Haden Elgin,2003,2595.0,Available,7/16/2016
3634.0,The Giving Heart: Unlocking the Transformative Power of Generosity in Your Life,M. J. Ryan,2000,45.0,Available,8/20/1912
